ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
2272996,HH552624,08/02/2002 11:00:00 AM,006XX N PARKSIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1511,015,29,25,08B,,,2002,02/04/2016 06:33:39 AM,,,
3155519,HK151333,01/28/2004 06:30:00 PM,109XX S EDBROOKE AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,OTHER,false,false,0513,005,9,49,17,,,2004,02/04/2016 06:33:39 AM,,,
10110359,HY298984,06/13/2015 02:45:00 AM,0000X W ELM ST,0460,BATTERY,SIMPLE,TAVERN/LIQUOR STORE,true,false,1824,018,42,8,08B,1175930,1908090,2015,08/17/2015 03:03:40 PM,41.90316534,-87.629210442,"(41.90316534, -87.629210442)"
2811494,HJ466620,07/01/2003 08:30:00 PM,032XX S RIDGEWAY AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,true,false,1031,010,22,30,26,,,2003,02/04/2016 06:33:39 AM,,,
6568980,HP640465,10/21/2008 06:30:00 PM,022XX W 37TH ST,2026,NARCOTICS,POSS: PCP,STREET,true,false,0913,009,11,59,18,1161852,1880103,2008,02/04/2016 06:33:39 AM,41.826671796,-87.681701933,"(41.826671796, -87.681701933)"
9040862,HW187408,03/07/2013 12:00:00 PM,034XX W 77TH ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0835,008,18,70,08B,1154616,1853337,2013,02/04/2016 06:33:39 AM,41.753369537,-87.708962817,"(41.753369537, -87.708962817)"
3382548,HK430999,06/12/2003 05:00:00 PM,054XX S WINCHESTER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0915,009,16,61,14,,,2003,02/04/2016 06:33:39 AM,,,
1782278,G602584,10/07/2001 07:00:00 PM,005XX N MICHIGAN AV,0820,THEFT,$500 AND UNDER,STREET,false,false,1834,018,,,06,1177387,1903712,2001,08/17/2015 03:03:40 PM,41.891118961,-87.623991608,"(41.891118961, -87.623991608)"
3489467,HK563118,08/17/2004 01:00:00 AM,050XX W FLETCHER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,2521,025,30,19,14,,,2004,02/04/2016 06:33:39 AM,,,
7370470,HS172519,02/19/2010 07:30:00 PM,019XX W 47TH ST,0560,ASSAULT,SIMPLE,RESTAURANT,true,false,0914,009,20,61,08A,1164254,1873508,2010,02/04/2016 06:33:39 AM,41.808524037,-87.673075344,"(41.808524037, -87.673075344)"
8703924,HV380302,07/13/2012 02:51:00 AM,106XX S STATE ST,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,false,false,0512,005,34,49,26,1178142,1834202,2012,02/04/2016 06:33:39 AM,41.700359791,-87.62332729,"(41.700359791, -87.62332729)"
2258709,HH526706,07/22/2002 02:25:53 AM,015XX N THROOP ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1433,014,32,24,16,,,2002,02/04/2016 06:33:39 AM,,,
6109618,HP204597,03/02/2008 05:38:36 PM,064XX S PEORIA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0723,007,16,68,08B,1171412,1862216,2008,02/04/2016 06:33:39 AM,41.77738364,-87.647152025,"(41.77738364, -87.647152025)"
4219151,HL537691,08/09/2005 09:34:40 AM,012XX S KEELER AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,false,1011,010,24,29,26,,,2005,02/04/2016 06:33:39 AM,,,
6047572,HP148714,01/28/2008 10:00:00 PM,054XX S WASHTENAW AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0911,009,14,63,07,1159299,1868437,2008,02/04/2016 06:33:39 AM,41.794711572,-87.691388167,"(41.794711572, -87.691388167)"
7726049,HS533917,09/25/2010 08:30:00 PM,063XX S ST LAWRENCE AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,SIDEWALK,true,false,0312,003,20,42,18,1181322,1863203,2010,02/04/2016 06:33:39 AM,41.779869327,-87.610791873,"(41.779869327, -87.610791873)"
2422448,HH740509,10/26/2002 09:21:27 PM,039XX S LANGLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0213,002,4,38,14,,,2002,02/04/2016 06:33:39 AM,,,
2526291,HJ104434,01/02/2003 05:00:00 PM,104XX S AVENUE L,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0432,004,10,52,05,,,2003,02/04/2016 06:33:39 AM,,,
9591091,HX241511,04/29/2014 10:20:00 AM,007XX W 103RD ST,0860,THEFT,RETAIL THEFT,DRUG STORE,true,false,2232,022,34,49,06,1173011,1836553,2014,02/04/2016 06:33:39 AM,41.706925829,-87.642045876,"(41.706925829, -87.642045876)"
1819251,G648229,10/28/2001 09:00:00 AM,013XX W 15 ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,CHA APARTMENT,false,true,1231,012,,,04B,1167478,1892894,2001,08/17/2015 03:03:40 PM,41.861652546,-87.660693644,"(41.861652546, -87.660693644)"
9719953,HX369524,08/01/2014 11:00:00 AM,037XX S WENTWORTH AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,PARK PROPERTY,false,false,0915,009,3,34,11,1175565,1880034,2014,02/04/2016 06:33:39 AM,41.82618602,-87.63139377,"(41.82618602, -87.63139377)"
8370423,HT602307,11/23/2011 07:15:00 AM,026XX W WARREN BLVD,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1332,012,2,28,05,1159043,1900258,2011,02/04/2016 06:33:39 AM,41.88203725,-87.691454913,"(41.88203725, -87.691454913)"
2455419,HH763671,11/06/2002 10:50:07 PM,105XX S HALSTED ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,false,false,2233,022,34,49,03,,,2002,02/04/2016 06:33:39 AM,,,
5731173,HN540858,06/26/2007 05:00:00 PM,055XX S LOOMIS BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VACANT LOT/LAND,false,false,0713,007,16,67,07,,,2007,02/04/2016 06:33:39 AM,,,
2691208,HJ244495,03/17/2003 06:24:00 PM,042XX S ARCHER AVE,2210,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,GROCERY FOOD STORE,true,false,0912,009,14,58,22,,,2003,02/04/2016 06:33:39 AM,,,
3664054,HK763286,11/20/2004 04:00:00 PM,024XX N MONITOR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2515,025,37,19,08B,,,2004,02/04/2016 06:33:39 AM,,,
3886271,HL259389,03/26/2005 04:00:00 PM,042XX W DIVERSEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2523,025,31,20,14,,,2005,02/04/2016 06:33:39 AM,,,
8495089,HV154114,02/09/2012 08:30:00 PM,009XX W RANDOLPH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1212,012,27,28,14,1169940,1901181,2012,02/04/2016 06:33:39 AM,41.884339406,-87.651414452,"(41.884339406, -87.651414452)"
6642714,HP714949,12/03/2008 02:00:00 PM,060XX S HARPER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0314,003,5,42,14,1187484,1865036,2008,02/04/2016 06:33:39 AM,41.784754925,-87.588143196,"(41.784754925, -87.588143196)"
9086024,HW230198,04/11/2013 10:30:00 PM,025XX N KILBOURN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2521,025,31,20,07,1145949,1916836,2013,02/04/2016 06:33:39 AM,41.927787719,-87.739114688,"(41.927787719, -87.739114688)"
2941501,HJ623729,09/11/2003 07:00:00 PM,067XX S DAMEN AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,PARK PROPERTY,false,false,0726,007,15,67,04B,,,2003,02/04/2016 06:33:39 AM,,,
2630457,HJ237553,03/13/2003 12:00:00 PM,008XX W ERIE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1323,012,27,24,26,,,2003,02/04/2016 06:33:39 AM,,,
8102566,HT336774,06/08/2011 09:50:00 AM,055XX S LOWE AVE,0810,THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",false,false,0711,007,3,68,06,1172909,1868109,2011,02/04/2016 06:33:39 AM,41.793521775,-87.641490211,"(41.793521775, -87.641490211)"
7432968,HS234189,03/31/2010 08:00:00 AM,020XX E 82ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0414,004,8,46,08B,1191410,1851010,2010,02/04/2016 06:33:39 AM,41.746172197,-87.574202946,"(41.746172197, -87.574202946)"
7821275,HS631437,09/08/2010 01:20:00 PM,005XX S CENTRAL AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),PARK PROPERTY,true,false,1513,015,29,25,18,1139141,1897035,2010,02/04/2016 06:33:39 AM,41.873578134,-87.764614167,"(41.873578134, -87.764614167)"
6916631,HR319568,05/13/2009 09:10:00 PM,003XX S CICERO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,false,true,1131,011,24,25,08B,1144438,1898165,2009,02/04/2016 06:33:39 AM,41.876581037,-87.745137513,"(41.876581037, -87.745137513)"
7684972,HS486529,08/28/2010 01:55:00 PM,101XX S LAFAYETTE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,true,0511,005,9,49,08B,1177710,1837834,2010,02/04/2016 06:33:39 AM,41.710336267,-87.624799679,"(41.710336267, -87.624799679)"
8707785,HV384618,07/15/2012 07:51:00 PM,084XX S PAULINA ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,ALLEY,true,false,0614,006,18,71,24,1166478,1848792,2012,02/04/2016 06:33:39 AM,41.740652957,-87.66562204,"(41.740652957, -87.66562204)"
2790688,HJ416610,06/08/2003 11:59:00 PM,071XX S EGGLESTON AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,true,false,0732,007,6,68,18,,,2003,02/04/2016 06:33:39 AM,,,
7762004,HS570330,10/14/2010 12:00:00 PM,082XX S RIDGELAND AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,0414,004,8,45,11,1189361,1850716,2010,02/04/2016 06:33:39 AM,41.745414793,-87.581720217,"(41.745414793, -87.581720217)"
6418208,HP477590,07/27/2008 04:00:00 AM,060XX S KOLIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0813,008,13,65,14,1148402,1864298,2008,02/04/2016 06:33:39 AM,41.783569851,-87.731454043,"(41.783569851, -87.731454043)"
5296312,HN155222,02/01/2007 04:07:00 PM,003XX E 131ST PL,041A,BATTERY,AGGRAVATED: HANDGUN,VEHICLE NON-COMMERCIAL,false,false,0533,005,9,54,04B,,,2007,02/04/2016 06:33:39 AM,,,
2683852,HJ270283,03/30/2003 10:45:00 PM,008XX S CALIFORNIA AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,true,false,1135,011,2,27,18,,,2003,02/04/2016 06:33:39 AM,,,
9110888,HW255736,05/01/2013 12:17:00 PM,076XX S CICERO AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0833,008,13,65,06,1145727,1853720,2013,02/04/2016 06:33:39 AM,41.754592961,-87.741528537,"(41.754592961, -87.741528537)"
1878872,G715264,11/28/2001 09:21:40 PM,006XX E PERSHING RD,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA APARTMENT,true,false,0212,002,,,26,1181059,1879288,2001,08/17/2015 03:03:40 PM,41.824013996,-87.61126067,"(41.824013996, -87.61126067)"
1408138,G124150,03/03/2001 04:10:00 PM,048XX S WOOD ST,0320,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE PORCH/HALLWAY,true,false,0931,009,,,03,1165119,1872767,2001,08/17/2015 03:03:40 PM,41.806472367,-87.669923691,"(41.806472367, -87.669923691)"
4321438,HL627748,09/22/2005 03:20:00 AM,087XX S MERRILL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0412,004,8,48,08B,,,2005,02/04/2016 06:33:39 AM,,,
2187561,HH435578,06/11/2002 07:25:00 PM,007XX E 104TH PL,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,true,true,0512,005,9,50,26,,,2002,02/04/2016 06:33:39 AM,,,
9575575,HX226120,04/16/2014 07:30:00 PM,013XX S KEDVALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,1011,010,24,29,08B,1148929,1893484,2014,02/04/2016 06:33:39 AM,41.863650183,-87.72876889,"(41.863650183, -87.72876889)"
3553163,HK625966,09/15/2004 05:54:00 PM,055XX N CLARK ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,GROCERY FOOD STORE,false,false,2012,020,40,77,11,,,2004,02/04/2016 06:33:39 AM,,,
6256855,HP344921,05/15/2008 02:30:00 AM,042XX N KILDARE AVE,0810,THEFT,OVER $500,STREET,false,false,1722,017,38,16,06,1146836,1927839,2008,02/04/2016 06:33:39 AM,41.957963984,-87.735573318,"(41.957963984, -87.735573318)"
5113854,HM714160,11/11/2006 05:50:00 AM,055XX S ASHLAND AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0713,007,16,67,08A,,,2006,02/04/2016 06:33:39 AM,,,
5454007,HN280802,04/10/2007 09:30:00 AM,016XX W 87TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0614,006,18,71,26,,,2007,02/04/2016 06:33:39 AM,,,
2125613,HH366519,05/12/2002 02:30:00 AM,133XX S HOUSTON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0433,004,10,55,05,,,2002,02/04/2016 06:33:39 AM,,,
9996955,HY187289,03/16/2015 08:00:00 PM,013XX S KEDZIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,1022,010,24,29,08B,1155241,1893578,2015,08/17/2015 03:03:40 PM,41.863783818,-87.705595265,"(41.863783818, -87.705595265)"
7382354,HS183795,02/27/2010 03:00:00 AM,032XX N CLARK ST,0810,THEFT,OVER $500,APARTMENT,false,false,1924,019,44,6,06,1169868,1921628,2010,02/04/2016 06:33:39 AM,41.94044868,-87.651081589,"(41.94044868, -87.651081589)"
4428697,HL724181,10/16/2005 06:30:00 PM,045XX W DIVISION ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,1111,011,37,23,06,,,2005,02/04/2016 06:33:39 AM,,,
6060019,HP160502,01/10/2008 09:00:00 AM,033XX W 83RD PL,0810,THEFT,OVER $500,RESIDENCE,false,false,0834,008,18,70,06,1155555,1849029,2008,02/04/2016 06:33:39 AM,41.741528925,-87.705636863,"(41.741528925, -87.705636863)"
1769270,G585920,09/30/2001 09:00:00 AM,064XX S WHIPPLE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0823,008,,,07,1157114,1861903,2001,08/17/2015 03:03:40 PM,41.776825838,-87.6995772,"(41.776825838, -87.6995772)"
2974822,HJ671056,10/03/2003 01:30:00 PM,013XX S WOOD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1224,012,2,28,14,,,2003,02/04/2016 06:33:39 AM,,,
2579970,HJ166053,02/05/2003 12:30:00 AM,040XX W LAKE ST,0550,ASSAULT,AGGRAVATED PO: HANDGUN,CTA PLATFORM,false,false,1114,011,28,26,04A,,,2003,02/04/2016 06:33:39 AM,,,
6059078,HP153648,02/01/2008 02:00:00 AM,005XX W 75TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0621,006,17,69,08B,1174065,1855183,2008,02/04/2016 06:33:39 AM,41.758025763,-87.637634714,"(41.758025763, -87.637634714)"
5048552,HM655463,10/12/2006 09:47:03 AM,009XX W CULLERTON ST,1330,CRIMINAL TRESPASS,TO LAND,WAREHOUSE,true,false,1233,012,25,31,26,,,2006,02/04/2016 06:33:39 AM,,,
3322883,HK351361,05/08/2004 05:52:00 PM,009XX N DRAKE AVE,1682,OTHER OFFENSE,ANIMAL FIGHTING,OTHER,true,false,1121,011,27,23,19,,,2004,02/04/2016 06:33:39 AM,,,
10112663,HY301679,06/14/2015 06:00:00 PM,047XX S CAMPBELL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0922,009,12,58,07,1160503,1873008,2015,08/17/2015 03:03:40 PM,41.807230228,-87.686847022,"(41.807230228, -87.686847022)"
6242351,HP329475,05/11/2008 09:30:00 AM,079XX W BERWYN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1614,016,41,10,08B,1122416,1934094,2008,02/04/2016 06:33:39 AM,41.975560764,-87.825215251,"(41.975560764, -87.825215251)"
1833461,G669006,11/04/2001 08:00:00 PM,022XX S OAKLEY AV,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1034,010,,,14,1161337,1889334,2001,08/17/2015 03:03:40 PM,41.852013365,-87.683335085,"(41.852013365, -87.683335085)"
6779671,HR194724,03/02/2009 03:25:00 AM,003XX E 75TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0623,006,6,69,18,1179471,1855349,2009,02/04/2016 06:33:39 AM,41.75835961,-87.617817373,"(41.75835961, -87.617817373)"
1611027,G386163,07/02/2001 01:56:00 PM,129XX S COMMERCIAL AV,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0433,004,,,26,1198130,1819709,2001,08/17/2015 03:03:40 PM,41.660113994,-87.550622327,"(41.660113994, -87.550622327)"
5921716,HN716657,11/19/2007 05:10:00 PM,033XX S GILES AVE,0330,ROBBERY,AGGRAVATED,STREET,false,false,2112,002,2,35,03,,,2007,02/04/2016 06:33:39 AM,,,
10173234,HY361187,07/29/2015 09:47:00 PM,059XX S THROOP ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0713,007,16,67,06,1168678,1865282,2015,08/17/2015 03:03:40 PM,41.785856544,-87.657086458,"(41.785856544, -87.657086458)"
3167022,HK161290,02/02/2004 09:05:00 PM,029XX W MADISON ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,true,false,1124,011,2,27,03,,,2004,02/04/2016 06:33:39 AM,,,
9730969,HX380807,08/09/2014 04:35:00 PM,001XX W VAN BUREN ST,0460,BATTERY,SIMPLE,STREET,false,false,0122,001,2,32,08B,1174879,1898494,2014,02/04/2016 06:33:39 AM,41.876856988,-87.633358475,"(41.876856988, -87.633358475)"
8732894,HV408645,07/30/2012 12:15:00 PM,053XX S CORNELL AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0234,002,5,41,08B,1188156,1870315,2012,02/04/2016 06:33:39 AM,41.799224883,-87.585511041,"(41.799224883, -87.585511041)"
5345814,HN194163,02/24/2007 04:00:00 PM,008XX W 69TH ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0723,007,6,68,19,,,2007,02/04/2016 06:33:39 AM,,,
4302135,HL612929,09/14/2005 11:06:00 PM,079XX W BELMONT AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS,false,false,1631,016,36,17,14,,,2005,02/04/2016 06:33:39 AM,,,
7249458,HR664369,11/28/2009 11:10:00 AM,056XX W WASHINGTON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1513,015,29,25,18,1138923,1900190,2009,02/04/2016 06:33:39 AM,41.88223983,-87.765337908,"(41.88223983, -87.765337908)"
1691860,G481570,08/13/2001 10:30:00 AM,054XX N KENMORE AV,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,2023,020,,,26,1168233,1936133,2001,08/17/2015 03:03:40 PM,41.980286468,-87.656669758,"(41.980286468, -87.656669758)"
5461267,HN288498,04/17/2007 01:03:00 PM,033XX N SOUTHPORT AVE,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,false,false,1924,019,44,6,06,,,2007,02/04/2016 06:33:39 AM,,,
6841530,HR246018,04/01/2009 12:08:38 PM,055XX W LE MOYNE ST,0560,ASSAULT,SIMPLE,OTHER,false,false,2532,025,37,25,08A,1138967,1909423,2009,02/04/2016 06:33:39 AM,41.907575523,-87.764951738,"(41.907575523, -87.764951738)"
9498353,HX153090,02/16/2014 10:00:00 AM,065XX S HARVARD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0722,007,20,68,26,1175193,1861522,2014,02/04/2016 06:33:39 AM,41.775395602,-87.633311659,"(41.775395602, -87.633311659)"
7661238,HS464801,08/16/2010 04:00:00 AM,023XX W DICKENS AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1432,014,32,22,05,1160387,1913780,2010,02/04/2016 06:33:39 AM,41.919115019,-87.686145174,"(41.919115019, -87.686145174)"
2327986,HH623997,09/02/2002 10:00:00 AM,058XX S HOMAN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0822,008,14,63,26,,,2002,02/04/2016 06:33:39 AM,,,
2571066,HJ159938,02/01/2003 07:00:00 PM,012XX S WABASH AVE,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,true,false,0132,001,2,33,26,,,2003,02/04/2016 06:33:39 AM,,,
6992343,HR397795,06/27/2009 02:00:00 AM,033XX S CARPENTER ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0924,009,11,60,26,1169858,1882712,2009,02/04/2016 06:33:39 AM,41.833660752,-87.652253555,"(41.833660752, -87.652253555)"
6708047,HR122815,01/15/2009 12:00:00 PM,022XX W 72ND ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0832,008,18,66,06,1162525,1856876,2009,02/04/2016 06:33:39 AM,41.762919907,-87.679880565,"(41.762919907, -87.679880565)"
8042591,HT274563,05/01/2011 12:01:00 AM,003XX N KILBOURN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1113,011,28,26,08B,1146324,1901790,2011,02/04/2016 06:33:39 AM,41.886492784,-87.738120339,"(41.886492784, -87.738120339)"
9027087,HW174328,02/28/2013 09:17:00 PM,028XX W 63RD ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0823,008,15,66,18,1158597,1862745,2013,02/04/2016 06:33:39 AM,41.779106287,-87.694117587,"(41.779106287, -87.694117587)"
8149266,HT384122,07/06/2011 11:30:00 PM,068XX S EAST END AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0332,003,5,43,08B,1188717,1859886,2011,02/04/2016 06:33:39 AM,41.770593502,-87.583787154,"(41.770593502, -87.583787154)"
2047159,HH262165,03/23/2002 03:00:00 PM,006XX E GRAND AV,0810,THEFT,OVER $500,OTHER,false,false,1834,018,,,06,,,2002,02/04/2016 06:33:39 AM,,,
6393796,HP479065,07/27/2008 08:00:00 PM,002XX E 121ST PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0532,005,9,53,14,1180126,1824450,2008,02/04/2016 06:33:39 AM,41.673553795,-87.616359883,"(41.673553795, -87.616359883)"
9741083,HX391571,08/16/2014 11:30:00 PM,030XX N NATCHEZ AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,2511,025,36,19,06,1132555,1919440,2014,02/04/2016 06:33:39 AM,41.935177564,-87.788272472,"(41.935177564, -87.788272472)"
6914622,HR295333,04/30/2009 11:00:00 AM,074XX S CLAREMONT AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0835,008,18,66,18,1162022,1855393,2009,02/04/2016 06:33:39 AM,41.758860811,-87.681765326,"(41.758860811, -87.681765326)"
10429566,HZ167032,02/27/2016 12:45:00 PM,070XX S ASHLAND AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,false,false,0735,007,17,67,03,1166897,1858031,2016,03/05/2016 03:44:16 PM,41.765997125,-87.66382344,"(41.765997125, -87.66382344)"
2389342,HH698945,10/07/2002 08:00:00 AM,011XX W 50TH ST,0810,THEFT,OVER $500,RESIDENCE,false,false,0921,009,16,61,06,,,2002,02/04/2016 06:33:39 AM,,,
8485723,HV162291,02/17/2012 04:50:00 PM,030XX S KEDZIE AVE,0460,BATTERY,SIMPLE,STREET,false,false,1032,010,12,30,08B,1155514,1884205,2012,02/04/2016 06:33:39 AM,41.838057753,-87.70484492,"(41.838057753, -87.70484492)"
1610163,G372438,06/26/2001 03:20:00 PM,017XX N KEYSTONE AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2534,025,,,18,1149159,1911027,2001,08/17/2015 03:03:40 PM,41.911785632,-87.727469875,"(41.911785632, -87.727469875)"
6633321,HP705358,11/27/2008 08:14:25 PM,103XX S SAWYER AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,true,true,2211,022,19,74,26,1156500,1835828,2008,02/04/2016 06:33:39 AM,41.705284114,-87.702528815,"(41.705284114, -87.702528815)"
5926530,HN615230,09/27/2007 08:19:05 PM,048XX N SHERIDAN RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2024,020,48,3,18,,,2007,02/04/2016 06:33:39 AM,,,
3818433,HL127753,01/16/2005 12:44:51 PM,001XX N LEAMINGTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1532,015,28,25,18,,,2005,02/04/2016 06:33:39 AM,,,
7451421,HS250327,04/10/2010 04:02:00 AM,016XX W THOME AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2433,024,40,77,08B,1164362,1941699,2010,02/04/2016 06:33:39 AM,41.99564277,-87.670747457,"(41.99564277, -87.670747457)"
2035015,HH236301,03/11/2002 06:47:59 PM,016XX S PULASKI RD,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1012,010,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3081948,HJ804216,12/07/2003 12:01:00 AM,012XX N CALIFORNIA AVE,0810,THEFT,OVER $500,STREET,false,false,1423,014,26,24,06,,,2003,02/04/2016 06:33:39 AM,,,
3361798,HK406052,06/03/2004 12:30:00 PM,081XX S MARSHFIELD AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,true,0614,006,18,71,04A,,,2004,02/04/2016 06:33:39 AM,,,
9552547,HX204774,03/30/2014 07:30:00 PM,013XX W HASTINGS ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,true,false,1233,012,2,28,26,1167671,1893851,2014,02/04/2016 06:33:39 AM,41.864274483,-87.659957624,"(41.864274483, -87.659957624)"
3051322,HJ767615,11/18/2003 09:00:00 AM,005XX S DAMEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1211,012,2,28,07,,,2003,02/04/2016 06:33:39 AM,,,
